,movieID,recomendation,movie name,recomendation name
1429,2702,122914,Summer of Sam (1999),Avengers: Infinity War - Part II (2019)
1430,2706,743,American Pie (1999),Spy Hard (1996)
1431,2707,1513,Arlington Road (1999),Romy and Michele's High School Reunion (1997)
1432,2709,162578,Muppets From Space (1999),Kubo and the Two Strings (2016)
1433,2710,1211,"Blair Witch Project, The (1999)","Wings of Desire (Himmel über Berlin, Der) (1987)"
1434,2712,1189,Eyes Wide Shut (1999),"Thin Blue Line, The (1988)"
1435,2713,1,Lake Placid (1999),Toy Story (1995)
1436,2716,87306,Ghostbusters (a.k.a. Ghost Busters) (1984),Super 8 (2011)
1437,2717,2791,Ghostbusters II (1989),Airplane! (1980)
1438,2718,3298,Drop Dead Gorgeous (1999),Boiler Room (2000)
1439,2719,2959,"Haunting, The (1999)",Fight Club (1999)
1440,2720,2598,Inspector Gadget (1999),Pushing Tin (1999)
1441,2722,1,Deep Blue Sea (1999),Toy Story (1995)
1442,2723,2995,Mystery Men (1999),House on Haunted Hill (1999)
1443,2724,4306,Runaway Bride (1999),Shrek (2001)
1444,2726,2662,"Killing, The (1956)","War of the Worlds, The (1953)"
1445,2728,3654,Spartacus (1960),"Guns of Navarone, The (1961)"
1446,2729,1,Lolita (1962),Toy Story (1995)
1447,2730,97921,Barry Lyndon (1975),Silver Linings Playbook (2012)
1448,2731,1,"400 Blows, The (Les quatre cents coups) (1959)",Toy Story (1995)
1449,2732,36519,Jules and Jim (Jules et Jim) (1961),Transporter 2 (2005)
1450,2734,480,"Mosquito Coast, The (1986)",Jurassic Park (1993)
1451,2735,1,"Golden Child, The (1986)",Toy Story (1995)
1452,2736,1278,Brighton Beach Memoirs (1986),Young Frankenstein (1974)
1453,2739,3114,"Color Purple, The (1985)",Toy Story 2 (1999)
1454,2745,183837,"Mission, The (1986)",The Favourite
1455,2746,3534,Little Shop of Horrors (1986),28 Days (2000)
1456,2747,1772,"Little Shop of Horrors, The (1960)",Blues Brothers 2000 (1998)
1457,2750,160438,Radio Days (1987),Jason Bourne (2016)
1458,2759,349,Dick (1999),Clear and Present Danger (1994)
1459,2761,1388,"Iron Giant, The (1999)",Jaws 2 (1978)
1460,2762,2028,"Sixth Sense, The (1999)",Saving Private Ryan (1998)
1461,2763,5957,"Thomas Crown Affair, The (1999)",Two Weeks Notice (2002)
1462,2764,3760,"Thomas Crown Affair, The (1968)","Kentucky Fried Movie, The (1977)"
1463,2770,1,Bowfinger (1999),Toy Story (1995)
1464,2771,3036,Brokedown Palace (1999),"Quest for Fire (Guerre du feu, La) (1981)"
1465,2772,2574,Detroit Rock City (1999),"Out-of-Towners, The (1999)"
1466,2779,606,Heaven Can Wait (1978),Candyman: Farewell to the Flesh (1995)
1467,2787,91542,Cat's Eye (1985),Sherlock Holmes: A Game of Shadows (2011)
1468,2788,714,Monty Python's And Now for Something Completely Different (1971),Dead Man (1995)
1469,2789,1207,Damien: Omen II (1978),To Kill a Mockingbird (1962)
1470,2791,1438,Airplane! (1980),Dante's Peak (1997)
1471,2792,2084,Airplane II: The Sequel (1982),Newsies (1992)
1472,2793,5339,"American Werewolf in Paris, An (1997)",Husbands and Wives (1992)
1473,2794,3751,European Vacation (aka National Lampoon's European Vacation) (1985),Chicken Run (2000)
1474,2795,778,National Lampoon's Vacation (1983),Trainspotting (1996)
1475,2796,5010,Funny Farm (1988),Black Hawk Down (2001)
1476,2797,778,Big (1988),Trainspotting (1996)
1477,2798,4855,Problem Child (1990),Dirty Harry (1971)
1478,2799,89759,Problem Child 2 (1991),"Separation, A (Jodaeiye Nader az Simin) (2011)"
1479,2802,2155,Tequila Sunrise (1988),"Slums of Beverly Hills, The (1998)"
1480,2803,4280,"Pelican Brief, The (1993)","World According to Garp, The (1982)"
1481,2804,3593,"Christmas Story, A (1983)",Battlefield Earth (2000)
1482,2805,2723,Mickey Blue Eyes (1999),Mystery Men (1999)
1483,2806,353,Teaching Mrs. Tingle (1999),"Crow, The (1994)"
1484,2807,1392,Universal Soldier: The Return (1999),Citizen Ruth (1996)
1485,2808,69,Universal Soldier (1992),Friday (1995)
1486,2810,1,Perfect Blue (1997),Toy Story (1995)
1487,2815,4040,Iron Eagle (1986),Don't Tell Mom the Babysitter's Dead (1991)
1488,2819,3992,Three Days of the Condor (3 Days of the Condor) (1975),Malèna (2000)
1489,2822,3624,Medicine Man (1992),Shanghai Noon (2000)
1490,2826,54256,"13th Warrior, The (1999)",Hot Rod (2007)
1491,2827,290,"Astronaut's Wife, The (1999)",Once Were Warriors (1994)
1492,2829,5572,"Muse, The (1999)",Barbershop (2002)
1493,2836,173145,Outside Providence (1999),War for the Planet of the Apes (2017)
1494,2840,1527,Stigmata (1999),"Fifth Element, The (1997)"
1495,2841,608,Stir of Echoes (1999),Fargo (1996)
1496,2843,4223,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Enemy at the Gates (2001)
1497,2846,80219,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Machete (2010)
1498,2857,5952,Yellow Submarine (1968),"Lord of the Rings: The Two Towers, The (2002)"
1499,2858,589,American Beauty (1999),Terminator 2: Judgment Day (1991)
1500,2859,4873,Stop Making Sense (1984),Waking Life (2001)
1501,2860,8253,Blue Streak (1999),Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
1502,2861,51931,For Love of the Game (1999),Reign Over Me (2007)
1503,2862,46,Caligula (1979),How to Make an American Quilt (1995)
1504,2863,4886,"Hard Day's Night, A (1964)","Monsters, Inc. (2001)"
1505,2866,3471,"Buddy Holly Story, The (1978)",Close Encounters of the Third Kind (1977)
1506,2867,1020,Fright Night (1985),Cool Runnings (1993)
1507,2870,33171,Barefoot in the Park (1967),Mysterious Skin (2004)
1508,2871,1193,Deliverance (1972),One Flew Over the Cuckoo's Nest (1975)
1509,2872,4306,Excalibur (1981),Shrek (2001)
1510,2875,62999,Sommersby (1993),Madagascar: Escape 2 Africa (2008)
1511,2877,1060,Tommy (1975),Swingers (1996)
1512,2879,1,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Toy Story (1995)
1513,2881,2069,Double Jeopardy (1999),"Trip to Bountiful, The (1985)"
1514,2883,3461,Mumford (1999),Lord of the Flies (1963)
1515,2888,4995,Drive Me Crazy (1999),"Beautiful Mind, A (2001)"
1516,2889,115210,"Mystery, Alaska (1999)",Fury (2014)
1517,2890,3020,Three Kings (1999),Falling Down (1993)
1518,2891,1,"Happy, Texas (1999)",Toy Story (1995)
1519,2901,2459,Phantasm (1979),"Texas Chainsaw Massacre, The (1974)"
1520,2902,4105,Psycho II (1983),"Evil Dead, The (1981)"
1521,2905,599,Sanjuro (Tsubaki Sanjûrô) (1962),"Wild Bunch, The (1969)"
1522,2906,2739,Random Hearts (1999),"Color Purple, The (1985)"
1523,2907,542,Superstar (1999),Son in Law (1993)
1524,2908,574,Boys Don't Cry (1999),Spanking the Monkey (1994)
1525,2912,2672,"Limey, The (1999)","Thirteenth Floor, The (1999)"
1526,2915,2716,Risky Business (1983),Ghostbusters (a.k.a. Ghost Busters) (1984)
1527,2916,454,Total Recall (1990),"Firm, The (1993)"
1528,2917,8636,Body Heat (1981),Spider-Man 2 (2004)
1529,2918,4220,Ferris Bueller's Day Off (1986),"Longest Yard, The (1974)"
1530,2919,1963,"Year of Living Dangerously, The (1982)",Take the Money and Run (1969)
1531,2920,1375,Children of Paradise (Les enfants du paradis) (1945),Star Trek III: The Search for Spock (1984)
1532,2921,1951,High Plains Drifter (1973),Oliver! (1968)
1533,2922,91535,Hang 'Em High (1968),"Bourne Legacy, The (2012)"
1534,2924,5219,Drunken Master (Jui kuen) (1978),Resident Evil (2002)
1535,2926,3897,Hairspray (1988),Almost Famous (2000)
1536,2927,943,Brief Encounter (1946),"Ghost and Mrs. Muir, The (1947)"
1537,2929,417,Reds (1981),Barcelona (1994)
1538,2932,1277,Days of Heaven (1978),Cyrano de Bergerac (1990)
1539,2935,5540,"Lady Eve, The (1941)",Clash of the Titans (1981)
1540,2936,3035,Sullivan's Travels (1941),Mister Roberts (1955)
1541,2940,1947,Gilda (1946),West Side Story (1961)
1542,2941,49396,South Pacific (1958),Tenacious D in The Pick of Destiny (2006)
1543,2942,750,Flashdance (1983),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
1544,2944,780,"Dirty Dozen, The (1967)",Independence Day (a.k.a. ID4) (1996)
1545,2946,2529,Help! (1965),Planet of the Apes (1968)
1546,2947,2804,Goldfinger (1964),"Christmas Story, A (1983)"
1547,2948,589,From Russia with Love (1963),Terminator 2: Judgment Day (1991)
1548,2949,46322,Dr. No (1962),Jet Li's Fearless (Huo Yuan Jia) (2006)
1549,2950,5446,"Blue Lagoon, The (1980)",Rabbit-Proof Fence (2002)
1550,2951,4340,"Fistful of Dollars, A (Per un pugno di dollari) (1964)","Animal, The (2001)"
1551,2952,273,Sydney (Hard Eight) (1996),Mary Shelley's Frankenstein (Frankenstein) (1994)
1552,2953,69784,Home Alone 2: Lost in New York (1992),Brüno (Bruno) (2009)
1553,2959,318,Fight Club (1999),"Shawshank Redemption, The (1994)"
1554,2961,2690,"Story of Us, The (1999)","Ideal Husband, An (1999)"
1555,2966,805,"Straight Story, The (1999)","Time to Kill, A (1996)"
1556,2968,2762,Time Bandits (1981),"Sixth Sense, The (1999)"
1557,2970,1,Fitzcarraldo (1982),Toy Story (1995)
1558,2971,3452,All That Jazz (1979),Romeo Must Die (2000)
1559,2973,2677,Crimes and Misdemeanors (1989),Buena Vista Social Club (1999)
1560,2976,3249,Bringing Out the Dead (1999),"Hand That Rocks the Cradle, The (1992)"
1561,2985,54997,RoboCop (1987),3:10 to Yuma (2007)
1562,2986,3864,RoboCop 2 (1990),Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
1563,2987,33437,Who Framed Roger Rabbit? (1988),Unleashed (Danny the Dog) (2005)
1564,2989,1,For Your Eyes Only (1981),Toy Story (1995)
1565,2990,2468,Licence to Kill (1989),Jumpin' Jack Flash (1986)
1566,2991,187593,Live and Let Die (1973),Deadpool 2 (2018)
1567,2993,86190,Thunderball (1965),Hanna (2011)
1568,2995,5299,House on Haunted Hill (1999),My Big Fat Greek Wedding (2002)
1569,2997,858,Being John Malkovich (1999),"Godfather, The (1972)"
1570,3000,3114,Princess Mononoke (Mononoke-hime) (1997),Toy Story 2 (1999)
1571,3004,72641,"Bachelor, The (1999)","Blind Side, The  (2009)"
1572,3005,5507,"Bone Collector, The (1999)",xXx (2002)
1573,3006,114180,"Insider, The (1999)","Maze Runner, The (2014)"
1574,3007,194448,American Movie (1999),Green Book (2018)
1575,3011,2779,"They Shoot Horses, Don't They? (1969)",Heaven Can Wait (1978)
1576,3016,1259,Creepshow (1982),Stand by Me (1986)
1577,3018,1101,Re-Animator (1985),Top Gun (1986)
1578,3019,367,Drugstore Cowboy (1989),"Mask, The (1994)"
1579,3020,1876,Falling Down (1993),Deep Impact (1998)
1580,3022,923,"General, The (1926)",Citizen Kane (1941)
1581,3030,2427,Yojimbo (1961),"Thin Red Line, The (1998)"
1582,3032,3677,"Omega Man, The (1971)",Baraka (1992)
1583,3033,79132,Spaceballs (1987),Inception (2010)
1584,3034,3598,Robin Hood (1973),Hamlet (2000)
1585,3035,1674,Mister Roberts (1955),Witness (1985)
1586,3036,86,"Quest for Fire (Guerre du feu, La) (1981)",White Squall (1996)
1587,3037,1299,Little Big Man (1970),"Killing Fields, The (1984)"
1588,3039,3044,Trading Places (1983),Dead Again (1991)
1589,3040,2,Meatballs (1979),Jumanji (1995)
1590,3044,2344,Dead Again (1991),Runaway Train (1985)
1591,3051,66171,Anywhere But Here (1999),Push (2009)
1592,3052,2058,Dogma (1999),"Negotiator, The (1998)"
1593,3053,1271,"Messenger: The Story of Joan of Arc, The (1999)",Fried Green Tomatoes (1991)
1594,3054,107406,Pokémon: The First Movie (1998),Snowpiercer (2013)
1595,3060,6538,"Commitments, The (1991)",Swimming Pool (2003)
1596,3061,28,Holiday Inn (1942),Persuasion (1995)
1597,3062,1214,"Longest Day, The (1962)",Alien (1979)
1598,3063,4975,Poison Ivy (1992),Vanilla Sky (2001)
1599,3066,2010,Tora! Tora! Tora! (1970),Metropolis (1927)
1600,3067,3022,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),"General, The (1926)"
1601,3068,26903,"Verdict, The (1982)",Whisper of the Heart (Mimi wo sumaseba) (1995)
1602,3070,1086,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Dial M for Murder (1954)
1603,3071,2843,Stand and Deliver (1988),"Black Cat, White Cat (Crna macka, beli macor) (1998)"
1604,3072,931,Moonstruck (1987),Spellbound (1945)
1605,3074,515,Jeremiah Johnson (1972),"Remains of the Day, The (1993)"
1606,3075,4876,Repulsion (1965),Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)
1607,3077,80463,42 Up (1998),"Social Network, The (2010)"
1608,3079,3418,Mansfield Park (1999),Thelma & Louise (1991)
1609,3081,2761,Sleepy Hollow (1999),"Iron Giant, The (1999)"
1610,3082,147,"World Is Not Enough, The (1999)","Basketball Diaries, The (1995)"
1611,3083,55908,All About My Mother (Todo sobre mi madre) (1999),"Man from Earth, The (2007)"
1612,3087,1,Scrooged (1988),Toy Story (1995)
1613,3088,597,Harvey (1950),Pretty Woman (1990)
1614,3089,904,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Rear Window (1954)
1615,3090,53000,Matewan (1987),28 Weeks Later (2007)
1616,3091,2403,Kagemusha (1980),First Blood (Rambo: First Blood) (1982)
1617,3093,123,McCabe & Mrs. Miller (1971),Chungking Express (Chung Hing sam lam) (1994)
1618,3095,1234,"Grapes of Wrath, The (1940)","Sting, The (1973)"
1619,3097,1,"Shop Around the Corner, The (1940)",Toy Story (1995)
1620,3098,380,"Natural, The (1984)",True Lies (1994)
1621,3099,2488,Shampoo (1975),Peeping Tom (1960)
1622,3100,2065,"River Runs Through It, A (1992)","Purple Rose of Cairo, The (1985)"
1623,3101,6893,Fatal Attraction (1987),"Italian Job, The (1969)"
1624,3102,2243,Jagged Edge (1985),Broadcast News (1987)
1625,3104,1252,Midnight Run (1988),Chinatown (1974)
1626,3105,1704,Awakenings (1990),Good Will Hunting (1997)
1627,3107,5419,Backdraft (1991),Scooby-Doo (2002)
1628,3108,2997,"Fisher King, The (1991)",Being John Malkovich (1999)
1629,3111,4022,Places in the Heart (1984),Cast Away (2000)
1630,3113,1911,End of Days (1999),Dr. Dolittle (1998)
1631,3114,5902,Toy Story 2 (1999),Adaptation (2002)
1632,3125,5608,"End of the Affair, The (1999)","Das Experiment (Experiment, The) (2001)"
1633,3129,5970,Sweet and Lowdown (1999),My Girl (1991)
1634,3130,1,Bonfire of the Vanities (1990),Toy Story (1995)
1635,3134,838,Grand Illusion (La grande illusion) (1937),Emma (1996)
1636,3135,33164,"Great Santini, The (1979)",House of Wax (2005)
1637,3142,810,U2: Rattle and Hum (1988),Kazaam (1996)
1638,3145,509,Cradle Will Rock (1999),"Piano, The (1993)"
1639,3146,2716,Deuce Bigalow: Male Gigolo (1999),Ghostbusters (a.k.a. Ghost Busters) (1984)
1640,3147,349,"Green Mile, The (1999)",Clear and Present Danger (1994)
1641,3148,1263,"Cider House Rules, The (1999)","Deer Hunter, The (1978)"
1642,3152,2918,"Last Picture Show, The (1971)",Ferris Bueller's Day Off (1986)
1643,3153,1721,"7th Voyage of Sinbad, The (1958)",Titanic (1997)
1644,3155,1968,Anna and the King (1999),"Breakfast Club, The (1985)"
1645,3156,527,Bicentennial Man (1999),Schindler's List (1993)
1646,3157,2804,Stuart Little (1999),"Christmas Story, A (1983)"
1647,3159,491,Fantasia 2000 (1999),"Man Without a Face, The (1993)"
1648,3160,2797,Magnolia (1999),Big (1988)
1649,3163,3265,Topsy-Turvy (1999),Hard-Boiled (Lat sau san taam) (1992)
1650,3167,1,Carnal Knowledge (1971),Toy Story (1995)
1651,3168,2019,Easy Rider (1969),Seven Samurai (Shichinin no samurai) (1954)
1652,3169,4383,The Falcon and the Snowman (1985),"Crimson Rivers, The (Rivières pourpres, Les) (2000)"
1653,3173,69844,Any Given Sunday (1999),Harry Potter and the Half-Blood Prince (2009)
1654,3174,1212,Man on the Moon (1999),"Third Man, The (1949)"
1655,3175,109487,Galaxy Quest (1999),Interstellar (2014)
1656,3176,1267,"Talented Mr. Ripley, The (1999)","Manchurian Candidate, The (1962)"
1657,3177,7454,Next Friday (2000),Van Helsing (2004)
1658,3178,1,"Hurricane, The (1999)",Toy Story (1995)
1659,3179,60760,Angela's Ashes (1999),"X-Files: I Want to Believe, The (2008)"
1660,3181,4104,Titus (1999),Ernest Goes to Camp (1987)
1661,3185,4018,Snow Falling on Cedars (1999),What Women Want (2000)
1662,3186,5816,"Girl, Interrupted (1999)",Harry Potter and the Chamber of Secrets (2002)
1663,3189,2517,My Dog Skip (1999),Christine (1983)
1664,3190,67197,Supernova (2000),Knowing (2009)
1665,3194,3388,"Way We Were, The (1973)",Harry and the Hendersons (1987)
1666,3196,52281,Stalag 17 (1953),Grindhouse (2007)
1667,3197,5804,"Presidio, The (1988)","Santa Clause 2, The (2002)"
1668,3198,1408,Papillon (1973),"Last of the Mohicans, The (1992)"
1669,3200,637,"Last Detail, The (1973)",Sgt. Bilko (1996)
1670,3201,1,Five Easy Pieces (1970),Toy Story (1995)
1671,3203,3062,Dead Calm (1989),"Longest Day, The (1962)"
1672,3204,1950,"Boys from Brazil, The (1978)",In the Heat of the Night (1967)
1673,3208,3173,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Any Given Sunday (1999)
1674,3210,586,Fast Times at Ridgemont High (1982),Home Alone (1990)
1675,3213,569,Batman: Mask of the Phantasm (1993),Little Big League (1994)
1676,3219,3213,Pacific Heights (1990),Batman: Mask of the Phantasm (1993)
1677,3238,3494,Eye of the Beholder (1999),True Grit (1969)
1678,3243,1438,Encino Man (1992),Dante's Peak (1997)
1679,3244,663,"Goodbye Girl, The (1977)",Kids in the Hall: Brain Candy (1996)
1680,3246,52281,Malcolm X (1992),Grindhouse (2007)
1681,3247,7155,Sister Act (1992),Calendar Girls (2003)
1682,3248,1,Sister Act 2: Back in the Habit (1993),Toy Story (1995)
1683,3249,54272,"Hand That Rocks the Cradle, The (1992)","Simpsons Movie, The (2007)"
1684,3250,2379,Alive (1993),Police Academy 2: Their First Assignment (1985)
1685,3251,113348,Agnes of God (1985),Teenage Mutant Ninja Turtles (2014)
1686,3252,237,Scent of a Woman (1992),Forget Paris (1995)
1687,3253,73290,Wayne's World (1992),Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009)
1688,3254,4638,Wayne's World 2 (1993),Jurassic Park III (2001)
1689,3255,69844,"League of Their Own, A (1992)",Harry Potter and the Half-Blood Prince (2009)
1690,3256,2987,Patriot Games (1992),Who Framed Roger Rabbit? (1988)
1691,3257,2716,"Bodyguard, The (1992)",Ghostbusters (a.k.a. Ghost Busters) (1984)
1692,3258,852,Death Becomes Her (1992),Tin Cup (1996)
1693,3259,2145,Far and Away (1992),Pretty in Pink (1986)
1694,3260,527,Howards End (1992),Schindler's List (1993)
1695,3261,5266,Singles (1992),Panic Room (2002)
1696,3262,89904,Twin Peaks: Fire Walk with Me (1992),The Artist (2011)
1697,3263,2324,White Men Can't Jump (1992),Life Is Beautiful (La Vita è bella) (1997)
1698,3264,3398,Buffy the Vampire Slayer (1992),"Muppets Take Manhattan, The (1984)"
1699,3265,2124,Hard-Boiled (Lat sau san taam) (1992),"Addams Family, The (1991)"
1700,3266,69134,Man Bites Dog (C'est arrivé près de chez vous) (1992),Antichrist (2009)
1701,3267,1196,"Mariachi, El (1992)",Star Wars: Episode V - The Empire Strikes Back (1980)
1702,3268,3729,Stop! Or My Mom Will Shoot (1992),Shaft (1971)
1703,3269,934,Forever Young (1992),Father of the Bride (1950)
1704,3270,2123,"Cutting Edge, The (1992)",All Dogs Go to Heaven (1989)
1705,3271,1,Of Mice and Men (1992),Toy Story (1995)
1706,3272,745,Bad Lieutenant (1992),Wallace & Gromit: A Close Shave (1995)
1707,3273,96829,Scream 3 (2000),"Hunt, The (Jagten) (2012)"
1708,3274,1396,Single White Female (1992),Sneakers (1992)
1709,3275,73290,"Boondock Saints, The (2000)",Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009)
1710,3285,720,"Beach, The (2000)",Wallace & Gromit: The Best of Aardman Animation (1996)
1711,3296,1,To Sir with Love (1967),Toy Story (1995)
1712,3298,2719,Boiler Room (2000),"Haunting, The (1999)"
1713,3300,3441,Pitch Black (2000),Red Dawn (1984)
1714,3301,56949,"Whole Nine Yards, The (2000)",27 Dresses (2008)
1715,3307,8947,City Lights (1931),"Grudge, The (2004)"
1716,3308,115569,"Flamingo Kid, The (1984)",Nightcrawler (2014)
1717,3310,1286,"Kid, The (1921)",Somewhere in Time (1980)
